framework_id,domain,subdomain,item_id,item_type,question_text,maturity_level,text_english,response_type,scoring_note
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.4,question,Data sources for information needs have been defined,3,data sources are being defined based on entity needs that mostly allows data comparability,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.4,question,Data sources for information needs have been defined,4,data sources are being defined based on entity needs that ensures comparability,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.4,question,Data sources for information needs have been defined,5,defined and continously efficiently adopting to new sources incl. unstructured data and ensuring comparability,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.5,question,A institutional data updating schedule is being defined and shared,1,"not defined, ad hoc",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.5,question,A institutional data updating schedule is being defined and shared,2,data is collected project based only,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.5,question,A institutional data updating schedule is being defined and shared,3,Update schedule is defined but no compliance.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.5,question,A institutional data updating schedule is being defined and shared,4,Update schedule defined and followed,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.5,question,A institutional data updating schedule is being defined and shared,5,Update schedule defined and shared with organization and countries,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6,subheading,"For indicators, identify how often data is collected and updated.",,,,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.1,question,Regional Core Indicators,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.1,question,Regional Core Indicators,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.1,question,Regional Core Indicators,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.1,question,Regional Core Indicators,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.1,question,Regional Core Indicators,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.2,question,Health Related Sustainable Development Goals,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.2,question,Health Related Sustainable Development Goals,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.2,question,Health Related Sustainable Development Goals,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.2,question,Health Related Sustainable Development Goals,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.2,question,Health Related Sustainable Development Goals,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.3,question,Universal Health Coverage,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.3,question,Universal Health Coverage,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.3,question,Universal Health Coverage,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.3,question,Universal Health Coverage,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.3,question,Universal Health Coverage,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.4,question,Institutional Strategic Plan,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.4,question,Institutional Strategic Plan,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.4,question,Institutional Strategic Plan,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.4,question,Institutional Strategic Plan,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.4,question,Institutional Strategic Plan,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.5,question,Vital Statistics data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.5,question,Vital Statistics data,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.5,question,Vital Statistics data,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.5,question,Vital Statistics data,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.5,question,Vital Statistics data,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.6,question,Life Course and Family data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.6,question,Life Course and Family data,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.6,question,Life Course and Family data,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.6,question,Life Course and Family data,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.6,question,Life Course and Family data,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.7,question,Noncommunicable diseases data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.7,question,Noncommunicable diseases data,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.7,question,Noncommunicable diseases data,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.7,question,Noncommunicable diseases data,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.7,question,Noncommunicable diseases data,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.8,question,Communicable Diseases data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.8,question,Communicable Diseases data,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.8,question,Communicable Diseases data,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.8,question,Communicable Diseases data,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.8,question,Communicable Diseases data,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.9,question,Health Systems and Services data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.9,question,Health Systems and Services data,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.9,question,Health Systems and Services data,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.9,question,Health Systems and Services data,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.9,question,Health Systems and Services data,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.10,question,Health Emergencies data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.10,question,Health Emergencies data,2,Collected on demand or on an ad hoc basis as required.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.10,question,Health Emergencies data,3,Routinely collected based on a defined schedule.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.10,question,Health Emergencies data,4,"Routinely collected, some data available real time to support decision-making.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.6.10,question,Health Emergencies data,5,Routinely collected and available real time,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7,subheading,"For indicators, identify how is data collected (format):",,,,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.1,question,Regional Core Indicators,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.1,question,Regional Core Indicators,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.1,question,Regional Core Indicators,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.1,question,Regional Core Indicators,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.1,question,Regional Core Indicators,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.2,question,Health Related Sustainable Development Goals,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.2,question,Health Related Sustainable Development Goals,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.2,question,Health Related Sustainable Development Goals,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.2,question,Health Related Sustainable Development Goals,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.2,question,Health Related Sustainable Development Goals,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.3,question,Universal Health Coverage,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.3,question,Universal Health Coverage,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.3,question,Universal Health Coverage,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.3,question,Universal Health Coverage,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.3,question,Universal Health Coverage,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.4,question,Institutional Strategic Plan,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.4,question,Institutional Strategic Plan,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.4,question,Institutional Strategic Plan,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.4,question,Institutional Strategic Plan,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.4,question,Institutional Strategic Plan,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.5,question,Vital Statistics data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.5,question,Vital Statistics data,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.5,question,Vital Statistics data,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.5,question,Vital Statistics data,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.5,question,Vital Statistics data,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.6,question,Life Course and Family data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.6,question,Life Course and Family data,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.6,question,Life Course and Family data,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.6,question,Life Course and Family data,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.6,question,Life Course and Family data,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.7,question,Noncommunicable diseases data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.7,question,Noncommunicable diseases data,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.7,question,Noncommunicable diseases data,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.7,question,Noncommunicable diseases data,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.7,question,Noncommunicable diseases data,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.8,question,Communicable Diseases data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.8,question,Communicable Diseases data,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.8,question,Communicable Diseases data,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.8,question,Communicable Diseases data,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.8,question,Communicable Diseases data,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.9,question,Health Systems and Services data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.9,question,Health Systems and Services data,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.9,question,Health Systems and Services data,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.9,question,Health Systems and Services data,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.9,question,Health Systems and Services data,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.10,question,Health Emergencies data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.10,question,Health Emergencies data,2,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.10,question,Health Emergencies data,3,"Some data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.10,question,Health Emergencies data,4,"All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.7.10,question,Health Emergencies data,5,"All data is collected and data sets are integrated across multiple sources (e.g. across different data sources or different institutions, or sub-institutional and institutional levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8,subheading,"For indicators, disaggregation is available for the following variables (as dimensions for equity measurement):",,,,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.1,question,Regional Core Indicators,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.1,question,Regional Core Indicators,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.1,question,Regional Core Indicators,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.1,question,Regional Core Indicators,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.1,question,Regional Core Indicators,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.2,question,Health Related Sustainable Development Goals,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.2,question,Health Related Sustainable Development Goals,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.2,question,Health Related Sustainable Development Goals,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.2,question,Health Related Sustainable Development Goals,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.2,question,Health Related Sustainable Development Goals,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.3,question,Universal Health Coverage,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.3,question,Universal Health Coverage,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.3,question,Universal Health Coverage,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.3,question,Universal Health Coverage,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.3,question,Universal Health Coverage,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.4,question,Institutional Strategic Plan,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.4,question,Institutional Strategic Plan,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.4,question,Institutional Strategic Plan,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.4,question,Institutional Strategic Plan,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.4,question,Institutional Strategic Plan,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.5,question,Vital Statistics data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.5,question,Vital Statistics data,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.5,question,Vital Statistics data,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.5,question,Vital Statistics data,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.5,question,Vital Statistics data,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.6,question,Life Course and Family data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.6,question,Life Course and Family data,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.6,question,Life Course and Family data,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.6,question,Life Course and Family data,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.6,question,Life Course and Family data,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.7,question,Noncommunicable diseases data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.7,question,Noncommunicable diseases data,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.7,question,Noncommunicable diseases data,3,"Sex, age, subnational level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.7,question,Noncommunicable diseases data,4,"Age by birth date, sex, subnational level, income level, education level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.7,question,Noncommunicable diseases data,5,"Age by birth date, sex, income level, education level and other equity characteristics relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.) at lowest admin level",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.8,question,Communicable Diseases data,1,Not collected,scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.8,question,Communicable Diseases data,2,"Sex, age",scale,
IS4H_ORG,Data Management and Information Technologies,Data Sources,DMO_2.1.8.8,question,Communicable Diseases data,3,"Sex, age, subnational level",scale,
