framework_id,domain,subdomain,item_id,item_type,question_text,response_type,maturity_1,maturity_2,maturity_3,maturity_4,maturity_5,scoring_note,maturity_level,text_english
IS4H_COUNTRY,Management and Governance,Financial Resources,MGC_1.4.1,maturity_question,Financial Resources,scale,"IS4H activities/resources are not formally identified in program/unit budgets. While it is sometimes possible to secure one-time financial resources for IS4H investments, required investments are difficult to sustain.","IS4H activities are identified in individual unit/program annual budgets of national health authorities, but are not integrated or aligned across units/programs. The financial resources requirements to effectively sustain IS4H have been identified, but there is no plan to address gaps.","There is a plan in place for resource mobilization for specific IS4H capital investments, and financial resources required for the sustainable implementation and operations of IS4H have been secured with annual budgets.",An IS4H investment framework is established at the national level.,"IS4H is fully sustainable, supported by an investment model that ensures the required human resources, processes, legal-ethical framework, knowledge and technologies are available to deliver ISH effectively, and to continually invest in new capabilities as they emerge.",,,
IS4H_COUNTRY,Management and Governance,Financial Resources,MGC_1.4.2,maturity_question,Financial requirements and resources for IS4H are available.,scale,"Financial requirements for IS4H are not known, although it is sometime possible to secure one-time, limited financial resources.","Financial resource requirements for some components of IS4H are known, but there is no plan in place to address financial resource gaps.","Financial requirements for IS4H are known. Although the required financial resources are not fully available, there is a resource mobilization strategy in place.","There is an IS4H investment framework at the national level that identifies financial resource requirements, and investment sources.","IS4H is sustainable, supported by an investment model that address both short-term operational finance resource requirements, and longer-term innovation and capacity development.",,,
IS4H_COUNTRY,Management and Governance,Financial Resources,MGC_1.4.3,maturity_question,"There are formal budgets for planning, implementing and sustaining IS4H.",scale,Budgets do not specifically include line-items for IS4H components.,"Budgets do no include specific line-items for IS4H components, but budgets do include IS4H components under other line-items (e.g. program budgets).","Individual units/departments/facilities have line-items for some IS4H components in their budgets, but it is not possible to roll-up these budgets as the organizational or national health authority level.","There are specific budget line-items for IS4H components that are consistent across units/departments/facilities, and that can be rolled up across national health authorities.",There are specific budget line-items for IS4H components that are consistent across multi-sectoral stakeholders that can be rolled up at the national level.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5,heading,Human Resources,,,,,,,,,"Human capital for planning, implementing, and managing IS4H. Competency building activities to strengthen to IS4H skills. Job functions identified to effectively support IS4H."
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.1,maturity_question,Human Resources,scale,There is little awareness of the human resource requirements to support IS4H.,"There are identified human resource constraints for planning, implementing, and managing IS4H, but there is no formal plan for addressing human resource needs.","Skills and job functions required to effectively support IS4H have been identified, although not all resources have yet been secured. There are is some evidence of competency building activities (training, workshops, conferences) for IS4H domains but these are typically ad hoc.","Sufficient human resources with the required skills to effectively implement and sustain IS4H have been secured. Relevant IS4H skills and competency development are integrated into training plans for leadership, management and staff.",There is a national strategy for building IS4H human resource competencies that includes national and international educational institutions to ensure the long term availability of skilled IS4H resources.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.2,subheading,There are identified human resource requirements for:,,,,,,,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.2.1,maturity_question,Information Technology Management,scale,No IS4H human resource requirements have been identified.,"Human resource requirements have been identified, but there are no formal plans to address gaps",There are short-term plans in place to address human resource gaps.,There is a long-term IS4H human resources strategy in place that reflects the overall IS4H strategic priorities.,There is a national IS4H human resource strategy in place aligned with multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.2.2,maturity_question,Information Management and Analysis,scale,No IS4H human resource requirements have been identified.,"Human resource requirements have been identified, but there are no formal plans to address gaps",There are short-term plans in place to address human resource gaps.,There is a long-term IS4H human resources strategy in place that reflects the overall IS4H strategic priorities.,There is a national IS4H human resource strategy in place aligned with multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.2.3,maturity_question,Health Informatics,scale,No IS4H human resource requirements have been identified.,"Human resource requirements have been identified, but there are no formal plans to address gaps",There are short-term plans in place to address human resource gaps.,There is a long-term IS4H human resources strategy in place that reflects the overall IS4H strategic priorities.,There is a national IS4H human resource strategy in place aligned with multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.2.4,maturity_question,Knowledge and Performance Management,scale,No IS4H human resource requirements have been identified.,"Human resource requirements have been identified, but there are no formal plans to address gaps",There are short-term plans in place to address human resource gaps.,There is a long-term IS4H human resources strategy in place that reflects the overall IS4H strategic priorities.,There is a national IS4H human resource strategy in place aligned with multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.3,subheading,Human resources with the required knowledge and skills to effectively implement and sustain IS4H are available:,,,,,,,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.3.1,maturity_question,Information Technology Management,scale,There are few IS4H human resources available.,"There are some IS4H human resources available, but not sufficient to effectively plan and implement IS4H.","There are IS4H human resources available, but recruitment and retention of skilled resources is an ongoing challenge.",There is enough human resource capacity to effectively sustain IS4H.,There is enough human resource capacity to drive continuous innovation across all the core IS4H domains.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.3.2,maturity_question,Information Management and Analysis,scale,There are few IS4H human resources available.,"There are some IS4H human resources available, but not sufficient to effectively plan and implement IS4H.","There are IS4H human resources available, but recruitment and retention of skilled resources is an ongoing challenge.",There is enough human resource capacity to effectively sustain IS4H.,There is enough human resource capacity to drive continuous innovation across all the core IS4H domains.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.3.3,maturity_question,Health Informatics,scale,There are few IS4H human resources available.,"There are some IS4H human resources available, but not sufficient to effectively plan and implement IS4H.","There are IS4H human resources available, but recruitment and retention of skilled resources is an ongoing challenge.","There is enough human resource capacity to effectively sustain IS4H.""",There is enough human resource capacity to drive continuous innovation across all the core IS4H domains.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.3.4,maturity_question,Knowledge and Performance Management,scale,There are few IS4H human resources available.,"There are some IS4H human resources available, but not sufficient to effectively plan and implement IS4H.","There are IS4H human resources available, but recruitment and retention of skilled resources is an ongoing challenge.",There is enough human resource capacity to effectively sustain IS4H.,There is enough human resource capacity to drive continuous innovation across all the core IS4H domains.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.4,subheading,"Leadership and staff have knowledge of key IS4H concepts to effectively plan, implement and support IS4H across the entire organizations.",,,,,,,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.4.1,maturity_question,Information Technology Management,scale,There is a low level of awareness among leadership and staff on key IS4H concepts.,There is a developing awareness among leadership and staff of key IS4H concepts.,"There is adequate knowledge among leadership and staff on key IS4H concepts/skills, and there are ad hoc competency building activities to address knowledge/skill gaps.","Leadership and staff have strong knowledge and understanding of key IS4H concepts, and there is a formal IS4H competency building framework in place.",Leadership and staff have expert level knowledge of key IS4H concepts and skills.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.4.2,maturity_question,Information Management and Analysis,scale,There is a low level of awareness among leadership and staff on key IS4H concepts.,There is a developing awareness among leadership and staff of key IS4H concepts.,"There is adequate knowledge among leadership and staff on key IS4H concepts/skills, and there are ad hoc competency building activities to address knowledge/skill gaps.","Leadership and staff have strong knowledge and understanding of key IS4H concepts, and there is a formal IS4H competency building framework in place.",Leadership and staff have expert level knowledge of key IS4H concepts and skills.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.4.3,maturity_question,Health Informatics,scale,There is a low level of awareness among leadership and staff on key IS4H concepts.,There is a developing awareness among leadership and staff of key IS4H concepts.,"There is adequate knowledge among leadership and staff on key IS4H concepts/skills, and there are ad hoc competency building activities to address knowledge/skill gaps.","Leadership and staff have strong knowledge and understanding of key IS4H concepts, and there is a formal IS4H competency building framework in place.",Leadership and staff have expert level knowledge of key IS4H concepts and skills.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.4.4,maturity_question,Knowledge and Performance Management,scale,There is a low level of awareness among leadership and staff on key IS4H concepts.,There is a developing awareness among leadership and staff of key IS4H concepts.,"There is adequate knowledge among leadership and staff on key IS4H concepts/skills, and there are ad hoc competency building activities to address knowledge/skill gaps.","Leadership and staff have strong knowledge and understanding of key IS4H concepts, and there is a formal IS4H competency building framework in place.",Leadership and staff have expert level knowledge of key IS4H concepts and skills.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.5,subheading,"There is capacity within the country to educate, train and strengthen the IS4H workforce:",,,,,,,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.5.1,maturity_question,Information Technology Management,scale,There is no national capacity to educate and train human resources.,There is some technical training capacity in the country.,There is academic undergraduate education capacity in country.,There is postgraduate education capacity in country.,There are advance centers for excellent in country that drive research and innovation in the filled.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.5.2,maturity_question,Information Management and Analysis,scale,There is no national capacity to educate and train human resources.,There is some technical training capacity in the country.,There is academic undergraduate education capacity in country.,There is postgraduate education capacity in country.,There are advance centers for excellent in country that drive research and innovation in the filled.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.5.3,maturity_question,Health Informatics,scale,There is no national capacity to educate and train human resources.,There is some technical training capacity in the country.,There is academic undergraduate education capacity in country.,There is postgraduate education capacity in country.,There are advance centers for excellent in country that drive research and innovation in the filled.,,,
IS4H_COUNTRY,Management and Governance,Human Resources,MGC_1.5.5.4,maturity_question,Knowledge and Performance Management,scale,There is no national capacity to educate and train human resources.,There is some technical training capacity in the country.,There is academic undergraduate education capacity in country.,There is postgraduate education capacity in country.,There are advance centers for excellent in country that drive research and innovation in the filled.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6,heading,Multisectoral Collaboration,,,,,,,,,Relations with public and private key stakeholders at the national and international level.
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.1,maturity_question,Multisectoral Collaboration,scale,Identified key stakeholders are from the public health sector exclusively.,"There are some relationships with other public sector stakeholder for specific some information and service needs. However, engagement and coordination is ad hoc.","Informal relationships have been established with key multisectoral national actors, including private sector organizations.","Formal relationships have been established with multisectoral actors, including the private sector. There are examples are collaborative initiatives between multisector partners.","IS4H governance includes representation from multi-sectoral partners. IS4H roles, responsibilities and functions are aligned across multisectoral partners.",,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.2,subheading,There are established relationships with other public sector stakeholders for information sharing and coordination.,,,,,,,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.2.1,maturity_question,National statistics sector,scale,No relationships with stakeholders within the broader public sector,"Information sharing with other health system stakeholders is ad hoc, for some specific information needs.","Information sharing with public sector stakeholders happens routinely, but not based on a formal agreement.",There are specific formal intersectoral agreements for information sharing.,National IS4H governance structure provides formal arrangements for the sharing of information across multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.2.2,maturity_question,Economy,scale,No relationships with stakeholders within the broader public sector,"Information sharing with other health system stakeholders is ad hoc, for some specific information needs.","Information sharing with public sector stakeholders happens routinely, but not based on a formal agreement.",There are specific formal intersectoral agreements for information sharing.,National IS4H governance structure provides formal arrangements for the sharing of information across multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.2.3,maturity_question,Education,scale,No relationships with stakeholders within the broader public sector,"Information sharing with other health system stakeholders is ad hoc, for some specific information needs.","Information sharing with public sector stakeholders happens routinely, but not based on a formal agreement.",There are specific formal intersectoral agreements for information sharing.,National IS4H governance structure provides formal arrangements for the sharing of information across multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.2.4,maturity_question,Social services,scale,No relationships with stakeholders within the broader public sector,"Information sharing with other health system stakeholders is ad hoc, for some specific information needs.","Information sharing with public sector stakeholders happens routinely, but not based on a formal agreement.",There are specific formal intersectoral agreements for information sharing.,National IS4H governance structure provides formal arrangements for the sharing of information across multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.2.5,maturity_question,Police/justice,scale,No relationships with stakeholders within the broader public sector,"Information sharing with other health system stakeholders is ad hoc, for some specific information needs.","Information sharing with public sector stakeholders happens routinely, but not based on a formal agreement.",There are specific formal intersectoral agreements for information sharing.,National IS4H governance structure provides formal arrangements for the sharing of information across multisectoral partners.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.3,maturity_question,There are established relationships with private sector stakeholders for information sharing and coordination.,scale,No relationships with stakeholders within the private sector,"Information sharing with private sector stakeholders is ad hoc, for some specific information needs.","Information sharing with private sector stakeholders happens routinely, but not based on a formal agreement.",There are specific formal agreements for information sharing with private sector stakeholders.,National IS4H governance structure provides formal arrangements for the sharing of information across private sector partners.,,,
IS4H_COUNTRY,Management and Governance,Multisectoral Collaboration,MGC_1.6.4,maturity_question,There are established relationships with international organizations and NGOs for information sharing and coordination.,scale,No relationships with international organizations/NGO stakeholders.,"Information sharing with international/NGO stakeholders is ad hoc, for some specific information needs.","Information sharing with international organizations/NGO stakeholders happens routinely, but not based on a formal agreement.",There are specific formal agreements for information sharing with international/NGO stakeholders.,National IS4H governance structure provides formal arrangements for the sharing of information across international/NGO partners.,,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7,heading,"Legislation, Policy and Compliance",,,,,,,,,"Key and core legislation, policy and compliance mechanisms, elements to enable IS4H implementation, operation and maintenance."
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.1,maturity_question,"Legislation, Policy and Compliance",scale,"There is some awareness that there are gaps in legislation, policy and compliance mechanisms that create barriers to the effective use of IS4H, but specific gaps and needs have not been formally documented.","Requirements for IS4H enabling legislation, policy and compliance mechanism have been identified, but solutions have not yet implemented.","There are policies and SOPs that address ethical use and protection of health data (e.g., privacy, security, secondary use), but there may be gaps in regulation or legislation.","The legislation, policies, and compliance mechanism required to effectively implement and operate IS4H are implemented.","The legal-ethical framework fully enables the use of information and technology to improve health outcomes and the performance of the health system while protecting individuals and populations, and is responsive to emerging innovations.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2,subheading,There is a legislation/regulation for the mandatory reporting of:,,,,,,,,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.1,maturity_question,Vital Statistics,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.2,maturity_question,Maternal Mortality,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.3,maturity_question,Neonatal Mortality,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.4,maturity_question,Non Communicable Diseases,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.5,maturity_question,Communicable Diseases,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.6,maturity_question,Disability,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.7,maturity_question,Immunizations,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
IS4H_COUNTRY,Management and Governance,"Legislation, Policy and Compliance",MGC_1.7.2.8,maturity_question,Risk Factors,scale,No or not sure.,"Yes, but out of date or not adequate.","Yes, but out of date or not adequate. However, there are formal plans in place to address gaps.","Yes, up to date, implemented and routinely maintained.","Yes, and mechanism are able to accommodate emergent requirements driven by innovations or new strategic priorities.",,,
