framework_id,domain,subdomain,item_id,item_type,question_text,maturity_level,text_english,response_type,scoring_note
BPM+,Adoption Processes,,BPM_AP_4,assessment,,4,"Quantitative measurement and analysis of adoption processes to drive improvement. - Designated organizational responsibility to evaluate pathway implementation and use - Automation is continually improved to support the end to end patient care process.",maturity_scale_1_5,
BPM+,Adoption Processes,,BPM_AP_5,assessment,,5,"Successful innovations are identified and promulgated to advance and improve adoption impact - Optimize use of tools, training, and system improvements to further adoption success, build organizational trust, foster accountability.",maturity_scale_1_5,
BPM+,Privacy Security Confidentiality,,BPM_PSC,question,"Privacy, Security, Confidentiality - The preservation of confidentiality, integrity and availability of information, assets, and processes that support and enable its acquisition, storage, use, protection and disposal in order to prevent compromise (loss, disclosure, corruption, etc.)",,,question_text,
BPM+,Privacy Security Confidentiality,,BPM_PSC_1,assessment,,1,"Has no plan or action in place to prevent compromise resulting in loss, disclosure or corruption of information, assets and processes. Gaps exist in the protection of confidential information",maturity_scale_1_5,
BPM+,Privacy Security Confidentiality,,BPM_PSC_2,assessment,,2,"Each work unit identifies the information under its control that must be protected. - Each work unit applies organizational information security policies independently",maturity_scale_1_5,
BPM+,Privacy Security Confidentiality,,BPM_PSC_3,assessment,,3,"Implementation of pathways consistently considers and incorporates security, privacy, and access permissions as required by policy - Assign access to physical and logical assets and associated facilities to enable and support the requirements of the pathway - Access/permissions will support the adoption processes including but not limited to localization.",maturity_scale_1_5,
BPM+,Privacy Security Confidentiality,,BPM_PSC_4,assessment,,4,"Optimized sharing of data across organizations needed to implement pathways - Management of permissions allowing visibility into patient care processes to realize effective collaboration and care transitions. - Evaluation the impact of pathway adoption on security KPIs, cybersecurity training.",maturity_scale_1_5,
BPM+,Privacy Security Confidentiality,,BPM_PSC_5,assessment,,5,"Innovative techniques such as machine learning/advance analytics are used to identify novel security threats and (e.g. combining of data fields/sources) - Apply predictive techniques to determine emerging vulnerabilities with pathway adoption; corresponding remediations.",maturity_scale_1_5,
BPM+,Skills and Expertise,,BPM_SE,question,"Skills and Expertise (education component)",,,question_text,
BPM+,Skills and Expertise,,BPM_SE_1,assessment,,1,"Ability to hire people with knowledge of BPM; no formal plan is in place - Interview and onboarding procedures are inconsistent",maturity_scale_1_5,
BPM+,Skills and Expertise,,BPM_SE_2,assessment,,2,"Understand and document requirements and tools needed to support BPM adoption - Ability to interview and hire personnel qualified to support organizational adoption short-term goals - Hiring and training reflect job skills needed for adopting clinical pathways in operational settings. - Work units develop methods to determine the skillset requirement to deploy pathway in operational setting.",maturity_scale_1_5,
BPM+,Skills and Expertise,,BPM_SE_3,assessment,,3,"Standardized approach for skill assessment, development, training, career pathway considering operational and pathway support requirements (e.g., care teams) - Hire/support personnel supporting organizational change management and adoption processes, BPM+. - Support for continuous assessment, skillset advancement, succession planning, human resource planning - Ability to respond to new skills needed for successful integration, adoption, proactive use, and evaluation",maturity_scale_1_5,
BPM+,Skills and Expertise,,BPM_SE_4,assessment,,4,"Quantitative evaluation of hiring processes, skills development, succession planning, and other workforce practices. - Support workforce development around formal use and adoption of care pathways (BPM+ skills, change management, etc.) - Personnel accountable for identification of improvement opportunities, resource allocation, and planning.",maturity_scale_1_5,
BPM+,Skills and Expertise,,BPM_SE_5,assessment,,5,"Identify and evaluate and if effective deploy innovative methods to improve training and ability to embrace organizational change. - Recognition of the need to develop and support technical and clinical skill set changes to meet the needs of future advances in medical practice",maturity_scale_1_5,
BPM+,Knowledge Assets Tools and Automation,,BPM_KATA,question,"Knowledge Assets, Tools and Automation",,,question_text,
BPM+,Knowledge Assets Tools and Automation,,BPM_KATA_1,assessment,,1,"Institutional knowledge is informally expressed, limited sharing - Uncoordinated and inconsistent use of tooling",maturity_scale_1_5,
BPM+,Knowledge Assets Tools and Automation,,BPM_KATA_2,assessment,,2,"Knowledge captured, documented within organizational units; (checklists, order sets, quick guides) - Emergence of enterprise strategy to advance institutional knowledge sharing - Institutionally identified common tools; heterogeneous toolset common and endorsed; Use, customization vary by org unit; gaps in tool portfolio are common",maturity_scale_1_5,
BPM+,Knowledge Assets Tools and Automation,,BPM_KATA_3,assessment,,3,"Knowledge captured, managed, and consumed as a first-order asset across the enterprise (pathways, CDS rules, terminologies) - Multidisciplinary organizational structure exists for managing knowledge assets, tools and information - Established cohesive tool set endorsed, available, and supported by workforce training; tool role, purpose, intended use understood. - Clinical decision support available at the point of care, supportive of workflow and human-centered design",maturity_scale_1_5,
BPM+,Knowledge Assets Tools and Automation,,BPM_KATA_4,assessment,,4,"Knowledge is managed, coordinated, transparent, pervasive, and consumed via use of automation, standardized representations and metadata - Capture and use of knowledge is evaluated quantitatively and improvements are identified. - Consistent, standardized tool suite leveraging knowledge delivered across care settings",maturity_scale_1_5,
BPM+,Knowledge Assets Tools and Automation,,BPM_KATA_5,assessment,,5,"Applied use of human-centered design principles to discover and advance gaps in institutional knowledge and tooling - Monitoring, assessment, and knowledge maturation based upon applied use and outcomes",maturity_scale_1_5,
BPM+,Goals and Measurement,,BPM_GM,question,"Goals and Measurement (adoption of clinical pathway; organizational)",,,question_text,
BPM+,Goals and Measurement,,BPM_GM_1,assessment,,1,"Goals and/or metrics not identified - Inconsistent or no measurement of adoption process and goals",maturity_scale_1_5,
BPM+,Goals and Measurement,,BPM_GM_2,assessment,,2,"Deployment goals are established, promulgated, and measured with inconsistent results across the enterprise. - Approach for measuring is inconsistent and may vary across organizational units - Routine adjustment of processes to advance outcomes focused within organizational units",maturity_scale_1_5,
BPM+,Goals and Measurement,,BPM_GM_3,assessment,,3,"Adoption of quality measures, dashboards, goals and quality reporting deployed consistently across the enterprise, including points-of-care; Use of these at POC (appropriate use of tools) - Institutional tracking of use of common processes, pathways, adherence metrics, enterprise visibility; established enterprise accountability. (Note that this is tracking organizational adoption and compliance, not pathway efficacy) - Defined key process indicators (KPIs) driving consistent measuring and reporting of progress, and improvement feedback",maturity_scale_1_5,
BPM+,Goals and Measurement,,BPM_GM_4,assessment,,4,"Pathway adoption and compliance measured and monitored by supporting tools, practices - Monitoring guideline use to provide feedback and improve pathway efficacy. - Enterprise has established processes that are used for impact, predictive risk assessment and management",maturity_scale_1_5,
BPM+,Goals and Measurement,,BPM_GM_5,assessment,,5,"Consistent review of efficacy of processes in impacting goals; Routine adjustment of processes to improve outcomes - Assessing KPIs and measures to advance and improve performance and outcomes",maturity_scale_1_5,
