framework_id,domain,subdomain,item_id,item_type,question_text,response_type,maturity_1,maturity_2,maturity_3,maturity_4,maturity_5,scoring_note,maturity_level,text_english
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.2.8,maturity_question,Population based surveys,scale,Not collected,Collected on demand or on an ad hoc basis as required.,Routinely collected based on a defined schedule.,"Routinely collected, some data available real time to support decision-making.",Routinely collected and available real time,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.2.9,maturity_question,Civil registration and vital statistics (CRVS),scale,Not collected,Collected on demand or on an ad hoc basis as required.,Routinely collected based on a defined schedule.,"Routinely collected, some data available real time to support decision-making.",Routinely collected and available real time,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.2.10,maturity_question,Population census,scale,Not collected,Collected on demand or on an ad hoc basis as required.,Routinely collected based on a defined schedule.,"Routinely collected, some data available real time to support decision-making.",Routinely collected and available real time,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3,subheading,For the country structured key data sources identify how data is collected (format):,,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.1,maturity_question,Individual health records,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (e.g. acrsoss different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.2,maturity_question,Health service (production) records,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.3,maturity_question,Public Health Surveillance,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.4,maturity_question,Health infrastructure and facilities information,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.5,maturity_question,Human resources information,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.6,maturity_question,Materials and supplies information,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.7,maturity_question,Financial information,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.8,maturity_question,Population based surveys,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.9,maturity_question,Civil registration and vital statistics (CRVS),scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.3.10,maturity_question,Population census,scale,Not collected,Mostly paper-based with some electronic tools (e.g. spreadsheets) used.,"All data is collected electronically, mostly using databases or other electronic client-based information systems. Data integration from various sites is done manually.",All data is collected electronically into integrated data repositories from multiple sites for specific data sources. Some data is available in real or near-real time for decision-making (e.g. dashboards).,"A data is collected e data sets integrated across multiple sources (different data sources or different institutions, or sub-national and national levels). All relevant data is available in real or near-real time for decision-making (e.g. dashboards).",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4,subheading,"For each data source, disaggregation is available for the following variables (dimensions for equity measurement):",,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4.1,maturity_question,Individual health records,scale,Not collected,"Sex, age by range","Sex, age by range, subnational location","Age by birth date, sex, subnational location, income level, education level","Age by birth date, sex, subnational location, income level, education level and other equity characteristic relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.)",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4.2,maturity_question,Public Health Surveillance,scale,Not collected,"Sex, age by range","Sex, age by range, subnational location","Age by birth date, sex, subnational location, income level, education level","Age by birth date, sex, subnational location, income level, education level and other equity characteristic relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.)",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4.3,maturity_question,Human resources information,scale,Not collected,"Sex, age by range","Sex, age by range, subnational location","Age by birth date, sex, subnational location, income level, education level","Age by birth date, sex, subnational location, income level, education level and other equity characteristic relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.)",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4.4,maturity_question,Population based surveys,scale,Not collected,"Sex, age by range","Sex, age by range, subnational location","Age by birth date, sex, subnational location, income level, education level","Age by birth date, sex, subnational location, income level, education level and other equity characteristic relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.)",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4.5,maturity_question,Civil registration and vital statistics (CRVS),scale,Not collected,"Sex, age by range","Sex, age by range, subnational location","Age by birth date, sex, subnational location, income level, education level","Age by birth date, sex, subnational location, income level, education level and other equity characteristic relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.)",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.4.6,maturity_question,Population census,scale,Not collected,"Sex, age by range","Sex, age by range, subnational location","Age by birth date, sex, subnational location, income level, education level","Age by birth date, sex, subnational location, income level, education level and other equity characteristic relevant to country (e.g. ethnicity, migration status, disability, sexual identity, etc.)",,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5,subheading,For each data source: Data quality of variables are good quality (completeness and accurate).,,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.1,maturity_question,Individual health records,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least 5 years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least 10 years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.2,maturity_question,Health service (production) records,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.3,maturity_question,Surveillance,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.4,maturity_question,Health infrastructure and facilities information,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.5,maturity_question,Human resources information,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.6,maturity_question,Materials and supplies information,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.7,maturity_question,Financial information,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.8,maturity_question,Population based surveys,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.9,maturity_question,Civil registration and vital statistics (CRVS),scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.5.10,maturity_question,Population census,scale,Not collected,"Data is collected, but often cannot be used due to completeness and accuracy problems.",The are known completeness and accuracy problems for some data elements. Data from different sources are often not comparable due to quality issues.,Data is generally reliable complete and accurate for all data elements for at least two years. Biases/issues are known and analyses can be accordingly adjusted. Data is comparable across sources and time.,Data is reliably complete and accurate for at least five years.,,,
IS4H_COUNTRY,Data Management and Information Technology,Data Sources,DMIT_2.1.6,maturity_question,National Health Accounts data is available.,scale,Health expenditure data relies on external estimations from international organizations.,Health expenditure data relies on survey estimates and ad hoc studies.,There is at least 1 year of collection and classification of health expenditure data using the SHA 2011 system.,There is a time series of health accounts data (SHA 2011) for at least 3 years.,"There is a system of national health accounts that produces annual health expenditure data, monitors health system performance and benchmarks health care spending. The government has established a health accounts team.",,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2,heading,Information Products,,,,,,,,,Health data that are processed and published openly in a variety of formats that accomplish the different needs of IS4H constituencies.
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.1,maturity_question,Information Products,scale,Indicator are not generally produced by the national health authorities. Indicators rely heavily on estimates from international organizations.,"Some information products are generated, but not routinely, require intensive work and use of resources. Data is not readily shared across units, with stakeholders or public. Sharing data frequently requires permission from senior levels. Indicators generation largely relies on data from survey's, census, and other ad hoc studies.",A range information products are efficiently and routinely produced from varies country information systems that may complement each other. Dissemination of information products is typically limited to senior-level decision makers.,"Information products are routinely produced that meet the specific needs of various stakeholders, and are routinely distributed to stakeholders at all levels of the health system.",Information products are developed from a range of structured and unstructured data sources. Data for decision-making is available in near real time to all stakeholders,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2,subheading,Data sources for key health indicators:,,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.1,maturity_question,Cause of Death Data,scale,International estimations,"Survey, census, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system (CVRS),,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.2,maturity_question,Maternal Mortality,scale,International estimations,"Survey, census, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system (CVRS),,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.3,maturity_question,"(Cancer incidence, fasting blood glucose-diabetes) Non Communicable Diseases",scale,International estimations,"Survey, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.4,maturity_question,"Malaria, Dengue (communicable diseases)",scale,International estimations,Ad hoc studies,Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.5,maturity_question,HIV - TB (communicable diseases),scale,International estimations,Ad hoc studies,Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.6,maturity_question,Disability statistics,scale,International estimations,"Survey, census, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.7,maturity_question,Vaccine preventable diseases and Immunization coverage,scale,International estimations,"Survey, census, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.8,maturity_question,Overweight and obesity (Risk Factors),scale,International estimations,"Survey, census, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.9,maturity_question,"Physicians, Nurses, Dentists (Health Systems)",scale,International estimations,"Survey, census, ad hoc studies",Mix of sources,Country specific information systems,integrated national information system,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.2.10,maturity_question,Indicator and event-based surveillance system in place based on IHR standards,scale,None,Planned,Indicator or event based system in place,In place,In place and support other countries with expertise,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3,subheading,Frequency of indicator reporting,,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.1,maturity_question,Cause of Death Data,scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.2,maturity_question,Maternal Mortality,scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.3,maturity_question,Neonatal Mortality,scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.4,maturity_question,"(Cancer incidence, fasting blood glucose-diabetes) Non Communicable Diseases",scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.5,maturity_question,"Malaria, Dengue (communicable diseases)",scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.6,maturity_question,HIV - TB (communicable diseases),scale,,,,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.7,maturity_question,Disability statistics,scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.8,maturity_question,Vaccine preventable diseases and Immunization coverage,scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.9,maturity_question,Overweight and obesity (Risk Factors),scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.3.10,maturity_question,"Physicians, Nurses, Dentists (Health Systems)",scale,Never,On demand/ad hoc,Most indicators routinely reported on defined schedule,All indicators routinely available on a defined schedule,Indicators are always available with current data.,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4,subheading,Access and dissemination of indicators,,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.1,maturity_question,Cause of Death Data,scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.2,maturity_question,Maternal Mortality,scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.3,maturity_question,Neonatal Mortality,scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.4,maturity_question,"(Cancer incidence, fasting blood glucose-diabetes) Non Communicable Diseases",scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.5,maturity_question,"Maleria, Dengue (communicable diseases)",scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.6,maturity_question,HIV - TB (communicable diseases),scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.7,maturity_question,Disability statistics,scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.8,maturity_question,Vaccine preventable diseases and Immunization coverage,scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.9,maturity_question,Overweight and obesity (Risk Factors),scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.4.10,maturity_question,"Physicians, Nurses, Dentists (Health Systems)",scale,No dissemination,Upon request,Disseminated to senior authorities,Disseminated to stakeholders throughout the health system,Publicly available,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.5,maturity_question,Availability of census results,scale,No results are available,Only final results available in paper-based formats,Final results available online,Preliminary and final results available online,A release calendar for population census results is published and all results online,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.6,maturity_question,Availability of population health survey results,scale,No results are available,Only final results available in paper-based formats,Final results available online,Preliminary and final results available online,A release calendar for population survey results is published and all results online,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.7,maturity_question,National Health Observatory is available,scale,No,An institutional platform is in development but not operational,An institutional platform exists and updated less than annually and with limited content of indicators,An institutional platform is updated frequently with extensive coverage of health statistics,A national platform is updated frequently with full coverage of health statistics and open access,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8,subheading,Frequency of selected information products,,,,,,,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.1,maturity_question,National core health indicators (incl SDG),scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.2,maturity_question,Epidemiological bulletins,scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.3,maturity_question,Conference presentations,scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.4,maturity_question,Academic papers,scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.5,maturity_question,Management reports,scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.6,maturity_question,Guidelines/protocols (evidence informed),scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.7,maturity_question,Policy briefs (evidence informed),scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.8,maturity_question,"Annual Reports (e.g. program reports, CMO's report)",scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
IS4H_COUNTRY,Data Management and Information Technology,Information Products,DMIT_2.2.8.9,maturity_question,Health Situation Analysis,scale,Never,"Yes, but rarely",Ad hoc basis,"Frequently, but with no defined schedule",Routinely on a defined schedule,,,
